Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Signal_Strength_dBm,Technician_Assigned,Department,Created_Date,Resolved_Date,Resolution_Time_Hrs,Status,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Technician_Expertise_Level,Remote_Resolution_Attempted,On_Site_Visit_Required,Cost_Of_Resolution,Parts_Replaced
6306,7826,4K Joey,Hardware Failure,Low,-92.0,Ashley Bailey,Equipment Support,2024-10-29 12:36:38.476169,2026-02-13 12:36:38.476169,9,In Progress,1.8,True,False,Expert,False,False,343.53,False
6307,6714,Hopper 2,Billing,Low,-92.0,William Bishop,Installation,2024-04-23 12:36:38.476169,2025-03-14 12:36:38.476169,9,Closed,3.1,True,False,Junior,True,True,494.31,False
6308,12083,Hopper 2,Cancellation,Medium,-74.0,Curtis Mcdonald,Installation,2025-11-03 12:36:38.476169,2025-03-22 12:36:38.476169,35,Closed,3.5,True,False,Senior,True,True,345.24,True
6309,5714,Joey,Billing,Low,-81.0,Robert Taylor,Technical Support,2025-09-12 12:36:38.476169,2024-05-17 12:36:38.476169,62,In Progress,3.0,False,False,Expert,False,False,86.96,False
6310,4739,4K Joey,Installation,Critical,-33.0,Robert Clayton,Billing,2024-09-14 12:36:38.476169,2025-04-26 12:36:38.476169,28,On Hold,2.5,False,False,Senior,False,True,378.63,True
6311,7402,Super Joey,Upgrade,Critical,-86.0,Willie Smith,Technical Support,2024-06-10 12:36:38.476169,2024-12-20 12:36:38.476169,9,Open,3.2,False,True,Junior,True,True,325.08,True
6312,5922,Outdoor Dish,Hardware Failure,Critical,-38.0,Ann Chapman,Equipment Support,2025-10-21 12:36:38.476169,2025-06-21 12:36:38.476169,33,In Progress,3.1,True,False,Expert,False,False,40.09,False
6313,12296,4K Joey,Hardware Failure,Critical,-51.0,Kelly Finley,Network Operations,2024-05-12 12:36:38.476169,2025-11-14 12:36:38.476169,14,Open,2.3,False,True,Junior,True,False,3.7,True
6314,9858,Joey,Upgrade,High,-68.0,Jamie Wood,Network Operations,2025-07-22 12:36:38.476169,2025-11-25 12:36:38.476169,21,Clsd,1.4,True,False,Senior,False,False,480.98,True
6315,6616,Hopper 3,Activation,Medium,-54.0,Kayla Farley,Billing,2025-12-05 12:36:38.476169,2025-07-15 12:36:38.476169,54,Closed,4.1,False,True,Senior,False,True,179.54,True
6316,2072,4K Joey,Billing,Medium,-66.0,John Wilson,Technical Support,2024-09-13 12:36:38.476169,2024-07-03 12:36:38.476169,71,Closed,3.0,False,False,Senior,False,True,235.6,True
6317,5127,Hopper 2,Activation,Low,-32.0,Nathan Larson,Installation,2025-07-26 12:36:38.476169,2025-08-03 12:36:38.476169,52,Closed,3.1,False,True,Junior,True,True,236.54,False
6318,8121,Super Joey,Signal Loss,Critical,-85.0,Sylvia Graves,Technical Support,2024-09-18 12:36:38.476169,2025-04-29 12:36:38.476169,34,On Hold,1.9,False,False,Expert,False,False,381.76,False
6319,9023,Hopper 2,Upgrade,High,-35.0,Clayton Cummings,Network Operations,2025-12-15 12:36:38.476169,2024-03-28 12:36:38.476169,47,Closed,1.9,False,False,Expert,True,True,169.83,False
6320,9625,Hopper 2,Billing,Critical,-92.0,Dennis Suarez,Network Operations,2024-10-18 12:36:38.476169,2025-02-04 12:36:38.476169,8,Closed,3.2,True,True,Junior,False,True,297.92,False
6321,8905,Super Joey,Installation,Low,-88.0,Katherine Ware,Equipment Support,2024-10-08 12:36:38.476169,2025-06-18 12:36:38.476169,51,Closed,3.0,False,False,Junior,False,True,154.86,True
6322,9701,Super Joey,Remote Pairing,Critical,-73.0,Melanie King,Billing,2024-07-13 12:36:38.476169,2025-08-12 12:36:38.476169,9,Closed,1.8,False,True,Junior,False,False,203.21,True
6323,8186,Hopper 2,Hardware Failure,High,-59.0,Ronald Mitchell,Technical Support,2025-05-08 12:36:38.476169,2025-12-06 12:36:38.476169,45,Closed,2.8,True,True,Junior,True,True,270.68,True
6324,10070,Hopper 2,Activation,Medium,-82.0,Deborah Espinoza,Billing,2025-05-04 12:36:38.476169,2024-11-22 12:36:38.476169,45,On Hold,4.8,False,False,Junior,True,True,478.64,True
6325,6193,Wally,Activation,Critical,-33.0,Kathryn Burke,Installation,2026-02-09 12:36:38.476169,2024-03-19 12:36:38.476169,59,Clsd,4.9,True,False,Senior,False,False,343.31,False
6326,10504,Hopper 3,Billing,Low,-97.0,Michael Clements,Equipment Support,2024-11-02 12:36:38.476169,2026-03-08 12:36:38.476169,60,Closed,3.9,False,True,Expert,True,True,21.64,True
6327,8756,Wally,Billing,Low,-77.0,Lance Schneider,Billing,2026-02-17 12:36:38.476169,2024-09-16 12:36:38.476169,19,On Hold,4.1,False,True,Junior,True,True,364.31,True
6328,7937,Wally,Upgrade,Critical,-69.0,Natalie Collins,Installation,2024-04-12 12:36:38.476169,2025-12-25 12:36:38.476169,3,Resolved,4.9,False,False,Junior,False,False,149.1,False
6329,12006,Hopper 2,Hardware Failure,Critical,-82.0,Joshua Nguyen,Sales,2024-12-01 12:36:38.476169,2024-04-01 12:36:38.476169,10,Closed,3.8,True,True,Expert,True,False,326.88,True
6330,12811,Hopper 2,Cancellation,Low,-60.0,Amber Valdez,Billing,2025-01-11 12:36:38.476169,2025-11-09 12:36:38.476169,68,Clsd,2.7,True,False,Expert,False,False,289.72,False
6331,9323,4K Joey,Upgrade,High,-86.0,Gary Myers,Technical Support,2025-12-21 12:36:38.476169,2025-08-08 12:36:38.476169,13,On Hold,3.5,True,False,Senior,False,True,413.04,True
6332,11588,Wally,Cancellation,Low,-44.0,Elizabeth Duncan,Network Operations,2024-10-14 12:36:38.476169,2025-12-19 12:36:38.476169,25,On Hold,2.9,False,True,Senior,False,True,160.66,False
6333,9463,Hopper 2,Cancellation,Medium,-33.0,Norma Simmons,Sales,2025-12-19 12:36:38.476169,2025-09-08 12:36:38.476169,1,On Hold,1.8,True,True,Expert,False,False,172.99,True
6334,1404,Joey,Upgrade,Medium,-46.0,Sherry Dalton,Installation,2024-04-15 12:36:38.476169,2026-01-21 12:36:38.476169,58,Closed,4.1,False,True,Senior,False,True,471.52,False
6335,3281,Wally,Remote Pairing,Low,-68.0,Vicki Davis,Equipment Support,2024-05-09 12:36:38.476169,2025-10-15 12:36:38.476169,12,In Progress,2.2,True,False,Expert,False,True,157.57,True
6336,6404,Outdoor Dish,Activation,Low,-31.0,Kimberly Wilkerson,Sales,2025-07-29 12:36:38.476169,2025-10-15 12:36:38.476169,41,In Progress,4.1,True,True,Senior,True,False,308.14,True
6337,10490,Hopper 2,Activation,High,-33.0,Patrick Guerrero,Billing,2025-03-23 12:36:38.476169,2025-12-13 12:36:38.476169,55,Clsd,4.1,True,False,Junior,True,True,53.35,True
6338,12677,Hopper 3,Cancellation,Critical,-52.0,Kristi Mcbride,Billing,2025-05-19 12:36:38.476169,2024-09-25 12:36:38.476169,18,On Hold,3.4,True,False,Junior,False,True,160.71,True
6339,12911,Super Joey,Upgrade,Critical,-54.0,Mr. Daniel Cook,Billing,2025-06-17 12:36:38.476169,2025-05-04 12:36:38.476169,14,On Hold,4.9,False,False,Senior,True,True,460.54,False
6340,12573,Joey,Billing,High,-54.0,Katherine Lloyd,Equipment Support,2025-03-30 12:36:38.476169,2025-04-11 12:36:38.476169,69,Resolved,4.3,False,False,Senior,False,False,267.34,False
6341,10829,Outdoor Dish,Hardware Failure,Low,-57.0,Susan Vega,Billing,2025-07-04 12:36:38.476169,2025-03-15 12:36:38.476169,49,In Progress,3.7,False,False,Expert,True,True,171.43,True
6342,12846,4K Joey,Cancellation,Medium,-54.0,Michael Barker,Sales,2025-04-30 12:36:38.476169,2026-01-24 12:36:38.476169,27,On Hold,4.7,False,False,Senior,False,True,418.49,True
6343,4593,Outdoor Dish,Upgrade,Low,-52.0,Kevin Bautista,Sales,2024-12-20 12:36:38.476169,2025-02-22 12:36:38.476169,40,In Progress,1.6,False,False,Senior,True,True,110.28,True
6344,7243,Hopper 2,Installation,Low,-75.0,Rhonda Diaz,Billing,2024-04-09 12:36:38.476169,2025-12-26 12:36:38.476169,68,Closed,1.8,False,False,Senior,True,False,78.25,False
6345,11406,Hopper 3,Activation,Critical,-76.0,Edward James,Sales,2025-07-03 12:36:38.476169,2025-07-06 12:36:38.476169,70,On Hold,4.8,False,True,Junior,False,True,412.77,True
6346,6762,Hopper 3,Signal Loss,Low,-60.0,April Mccann,Billing,2025-10-05 12:36:38.476169,2024-08-30 12:36:38.476169,18,Closed,1.9,True,True,Junior,False,False,64.18,False
6347,10829,Hopper 3,Billing,Low,-53.0,Scott Conley,Technical Support,2024-07-11 12:36:38.476169,2024-05-27 12:36:38.476169,4,Closed,2.2,True,True,Expert,True,False,443.92,False
6348,10500,Outdoor Dish,Cancellation,High,-36.0,Teresa Rodriguez,Network Operations,2024-10-30 12:36:38.476169,2025-04-23 12:36:38.476169,66,On Hold,4.8,True,False,Senior,False,False,133.04,False
6349,11478,Hopper 2,Installation,Critical,-90.0,Paul Taylor,Network Operations,2025-08-21 12:36:38.476169,2026-02-04 12:36:38.476169,41,Open,4.4,True,True,Expert,True,True,357.72,False
6350,4273,Hopper 3,Cancellation,Critical,-37.0,Mike Smith,Equipment Support,2025-08-23 12:36:38.476169,2025-01-11 12:36:38.476169,56,Clsd,4.2,True,False,Senior,False,True,141.13,True
6351,5428,Hopper 2,Billing,Critical,-42.0,Brian Potter,Sales,2025-11-10 12:36:38.476169,2025-01-31 12:36:38.476169,36,Closed,2.3,False,False,Junior,False,False,255.68,True
6352,5608,Joey,Hardware Failure,Low,-56.0,Stephanie Sosa,Network Operations,2024-07-07 12:36:38.476169,2025-04-24 12:36:38.476169,40,On Hold,2.4,False,False,Expert,True,True,374.43,True
6353,1158,Hopper 2,Hardware Failure,High,-64.93720823798627,Ronald Vaughn,Equipment Support,2024-07-23 12:36:38.476169,2025-01-27 12:36:38.476169,67,Resolved,2.4,True,True,Junior,True,True,153.38,False
6354,6622,Hopper 3,Activation,Low,-47.0,Anthony Stout,Technical Support,2024-04-25 12:36:38.476169,2025-11-01 12:36:38.476169,10,Closed,2.3,True,True,Junior,True,True,354.95,False
6355,1210,Wally,Remote Pairing,High,-92.0,Michelle Knight,Equipment Support,2024-07-07 12:36:38.476169,2025-06-10 12:36:38.476169,8,Closed,3.2,True,True,Junior,True,True,13.63,True
6356,7296,Hopper 3,Activation,Low,-38.0,Kimberly Singh,Sales,2025-04-06 12:36:38.476169,2025-04-20 12:36:38.476169,42,Closed,1.4,True,True,Expert,True,False,479.01,False
6357,1877,Hopper 2,Remote Pairing,Low,-52.0,Timothy Quinn,Installation,2024-06-27 12:36:38.476169,2024-05-07 12:36:38.476169,40,Closed,2.9,True,False,Expert,False,False,188.56,True
6358,6816,Super Joey,Upgrade,Critical,-31.0,Jessica Bailey,Network Operations,2026-03-08 12:36:38.476169,2024-06-10 12:36:38.476169,5,Resolved,1.1,True,True,Expert,True,False,131.44,False
6359,12137,Hopper 2,Hardware Failure,High,-83.0,Scott Hooper,Billing,2026-02-23 12:36:38.476169,2025-11-29 12:36:38.476169,67,Resolved,1.2,False,False,Junior,False,False,7.27,True
6360,11822,Wally,Installation,Medium,-68.0,Edward Wilson,Equipment Support,2025-08-05 12:36:38.476169,2024-12-09 12:36:38.476169,53,Resolved,1.4,True,False,Senior,True,True,470.75,False
6361,2129,Hopper 2,Remote Pairing,Low,-38.0,Brandi White,Technical Support,2025-11-28 12:36:38.476169,2024-08-07 12:36:38.476169,41,Resolved,2.3,False,False,Junior,False,True,212.47,False
6362,2372,Super Joey,Billing,Medium,-71.0,Joshua Garcia,Equipment Support,2024-07-08 12:36:38.476169,2024-12-11 12:36:38.476169,2,Closed,3.2,False,False,Senior,False,False,163.09,False
6363,7770,Outdoor Dish,Signal Loss,Medium,-32.0,Daniel Garza,Technical Support,2024-11-20 12:36:38.476169,2024-11-17 12:36:38.476169,24,In Progress,1.9,False,False,Junior,True,False,211.86,True
6364,12377,Hopper 3,Billing,High,-64.93720823798627,Julie Rivers,Technical Support,2025-06-07 12:36:38.476169,2026-02-15 12:36:38.476169,38,Closed,1.1,False,False,Junior,True,True,426.82,True
6365,9462,Wally,Billing,High,-51.0,Laurie Smith,Technical Support,2025-11-22 12:36:38.476169,2024-08-15 12:36:38.476169,47,Open,3.0,True,False,Senior,False,True,472.95,True
6366,12113,Outdoor Dish,Cancellation,Low,-33.0,Bobby Patel,Billing,2025-06-07 12:36:38.476169,2024-06-05 12:36:38.476169,42,In Progress,3.1,False,False,Senior,True,True,63.96,False
6367,8876,Hopper 3,Hardware Failure,Low,-58.0,Thomas Lee,Sales,2024-11-17 12:36:38.476169,2025-07-04 12:36:38.476169,57,In Progress,3.6,False,False,Expert,True,False,236.66,False
6368,1810,4K Joey,Upgrade,Medium,-89.0,Travis Hodges,Installation,2024-10-10 12:36:38.476169,2024-12-30 12:36:38.476169,5,Closed,3.0,False,True,Senior,False,False,95.28,False
6369,1708,Outdoor Dish,Billing,Medium,-94.0,Janet Martin,Network Operations,2025-06-16 12:36:38.476169,2025-01-15 12:36:38.476169,46,On Hold,2.0,True,True,Senior,False,False,2.23,False
6370,4452,Wally,Installation,High,-42.0,Cassandra Powell Md,Billing,2025-07-26 12:36:38.476169,2025-06-17 12:36:38.476169,23,Closed,1.9,True,False,Junior,True,True,204.93,True
6371,9286,Hopper 2,Installation,High,-81.0,Jamie Rodriguez,Network Operations,2024-08-18 12:36:38.476169,2026-01-22 12:36:38.476169,48,In Progress,1.5,False,True,Junior,True,False,217.51,True
6372,3053,Super Joey,Installation,Medium,-96.0,Rachel Andersen,Equipment Support,2024-05-06 12:36:38.476169,2025-02-22 12:36:38.476169,45,In Progress,1.2,True,False,Expert,True,True,359.47,False
6373,10118,4K Joey,Installation,Low,-45.0,Lisa Rogers,Technical Support,2025-08-23 12:36:38.476169,2025-11-25 12:36:38.476169,15,Open,2.7,True,True,Junior,True,False,392.75,True
6374,2967,Wally,Signal Loss,Low,-76.0,Michael Duke,Billing,2026-03-06 12:36:38.476169,2025-06-26 12:36:38.476169,6,Clsd,3.6,False,True,Senior,True,True,79.42,False
6375,7321,Super Joey,Remote Pairing,Critical,-58.0,Destiny Dominguez,Installation,2025-08-18 12:36:38.476169,2024-04-26 12:36:38.476169,55,In Progress,3.0,False,False,Senior,True,True,172.0,True
6376,12086,Hopper 2,Hardware Failure,Critical,-57.0,Nathan Mckee,Sales,2025-01-20 12:36:38.476169,2025-01-24 12:36:38.476169,39,On Hold,1.9,False,True,Junior,False,False,245.78,True
6377,5862,Hopper 3,Activation,High,-39.0,Thomas Castro,Sales,2024-11-08 12:36:38.476169,2024-05-19 12:36:38.476169,3,Closed,2.7,True,False,Senior,False,False,310.01,False
6378,2153,Wally,Hardware Failure,High,-76.0,Valerie Daniels,Network Operations,2024-09-21 12:36:38.476169,2025-09-09 12:36:38.476169,32,Open,3.0,False,False,Senior,True,False,148.02,False
6379,9590,Joey,Billing,High,-95.0,Andrew Owens,Network Operations,2025-09-29 12:36:38.476169,2025-08-06 12:36:38.476169,43,Open,1.3,True,True,Senior,True,True,248.51,False
6380,4692,Hopper 2,Upgrade,Medium,-59.0,Katelyn Roman,Equipment Support,2025-08-19 12:36:38.476169,2026-01-09 12:36:38.476169,54,In Progress,1.8,False,True,Expert,True,False,439.87,True
6381,7137,4K Joey,Signal Loss,Critical,-67.0,Jonathan Williams,Network Operations,2024-07-29 12:36:38.476169,2025-02-13 12:36:38.476169,3,Closed,2.5,True,True,Senior,True,True,371.83,True
6382,8046,Hopper 3,Installation,Low,-79.0,Barry Dillon Jr.,Technical Support,2024-04-23 12:36:38.476169,2024-10-25 12:36:38.476169,13,Clsd,3.2,False,True,Junior,True,True,255.17,False
6383,12120,Joey,Activation,Critical,-88.0,Rebecca Austin,Installation,2025-04-28 12:36:38.476169,2025-03-27 12:36:38.476169,6,Closed,1.5,True,False,Junior,False,True,108.09,True
6384,2779,Hopper 2,Upgrade,Critical,-89.0,Jeffrey Moran,Billing,2026-03-13 12:36:38.476169,2024-07-19 12:36:38.476169,66,Closed,2.0,True,True,Senior,True,True,170.91,True
6385,11163,Joey,Billing,Medium,-94.0,Angelica Hoover,Network Operations,2024-06-03 12:36:38.476169,2026-01-01 12:36:38.476169,35,Closed,4.0,False,True,Senior,False,True,369.52,False
6386,3873,Wally,Installation,Low,-70.0,Sarah Church,Equipment Support,2026-01-20 12:36:38.476169,2024-05-27 12:36:38.476169,72,Closed,1.9,True,True,Junior,False,False,258.56,True
6387,5116,Hopper 2,Hardware Failure,Medium,-45.0,Jeremy Martinez,Network Operations,2025-01-27 12:36:38.476169,2026-02-17 12:36:38.476169,9,In Progress,2.6,False,True,Junior,True,False,97.14,False
6388,9222,Joey,Installation,Low,-42.0,Walter Romero,Sales,2025-07-18 12:36:38.476169,2025-09-05 12:36:38.476169,7,Resolved,3.2,True,False,Senior,True,True,20.38,True
6389,5729,Super Joey,Billing,Low,-40.0,Allison Velasquez,Network Operations,2024-12-14 12:36:38.476169,2024-11-20 12:36:38.476169,28,Closed,3.9,True,True,Junior,False,True,398.19,True
6390,3237,4K Joey,Billing,Critical,-51.0,Alexis Adams,Sales,2025-11-07 12:36:38.476169,2024-10-13 12:36:38.476169,41,On Hold,2.6,True,True,Junior,False,False,379.44,False
6391,12480,Outdoor Dish,Activation,Low,-79.0,Amanda Torres,Equipment Support,2025-04-06 12:36:38.476169,2024-06-16 12:36:38.476169,42,Clsd,3.1,False,True,Senior,True,True,206.43,True
6392,6031,Joey,Signal Loss,Low,-84.0,Shirley Moore,Installation,2025-05-21 12:36:38.476169,2025-10-17 12:36:38.476169,56,Clsd,3.3,True,False,Junior,False,False,131.47,False
6393,12862,Hopper 2,Cancellation,Low,-48.0,Michele Graves,Billing,2024-09-08 12:36:38.476169,2024-05-24 12:36:38.476169,13,Clsd,3.5,True,True,Expert,True,False,25.39,False
6394,1613,Outdoor Dish,Activation,Critical,-84.0,Mr. Gerald Pham,Network Operations,2026-03-04 12:36:38.476169,2025-10-12 12:36:38.476169,18,On Hold,3.0,False,False,Senior,False,False,160.64,False
6395,7990,Hopper 2,Upgrade,Low,-56.0,Melissa Anderson,Billing,2024-12-16 12:36:38.476169,2024-09-05 12:36:38.476169,7,Clsd,3.2,True,True,Junior,False,False,148.13,False
6396,9221,Hopper 3,Remote Pairing,Critical,-78.0,Jesse Nixon,Network Operations,2025-04-14 12:36:38.476169,2024-07-08 12:36:38.476169,29,Closed,3.5,False,False,Senior,False,False,364.02,False
6397,5181,Wally,Upgrade,Critical,-73.0,Brooke Kelly,Billing,2025-10-03 12:36:38.476169,2025-01-01 12:36:38.476169,15,Resolved,1.1,True,False,Expert,False,True,466.38,True
6398,6524,Super Joey,Installation,Low,-57.0,Juan Baker,Installation,2024-08-26 12:36:38.476169,2025-03-05 12:36:38.476169,36,Closed,4.1,False,True,Junior,True,False,449.96,True
6399,9197,Outdoor Dish,Signal Loss,High,-39.0,Katie Walter,Sales,2026-02-25 12:36:38.476169,2024-09-23 12:36:38.476169,64,On Hold,3.0,False,True,Junior,True,False,203.12,True
6400,10068,Hopper 3,Upgrade,Medium,-91.0,Christina Sanchez,Installation,2025-02-20 12:36:38.476169,2024-11-19 12:36:38.476169,19,In Progress,4.6,True,False,Expert,False,False,455.6,False
6401,7678,Joey,Remote Pairing,Critical,-48.0,Justin White,Sales,2024-06-12 12:36:38.476169,2025-01-23 12:36:38.476169,24,Resolved,4.5,True,False,Junior,True,False,463.06,False
6402,4162,Outdoor Dish,Billing,Critical,-55.0,Tammy Hood,Sales,2026-01-08 12:36:38.476169,2025-10-27 12:36:38.476169,6,Open,2.6,False,True,Junior,False,False,362.77,False
6403,12485,4K Joey,Activation,Critical,-55.0,Patrick Jones,Equipment Support,2024-03-31 12:36:38.476169,2025-12-07 12:36:38.476169,70,In Progress,2.3,False,True,Junior,True,True,367.57,True
6404,11019,Hopper 2,Cancellation,Critical,-53.0,Brenda Guzman,Technical Support,2024-10-11 12:36:38.476169,2024-05-01 12:36:38.476169,21,Closed,4.1,False,False,Senior,True,False,8.96,False
6405,12811,Outdoor Dish,Billing,High,-66.0,Denise Delgado,Sales,2024-08-26 12:36:38.476169,2025-05-03 12:36:38.476169,47,Clsd,1.5,False,True,Expert,False,False,37.44,False
6406,10308,Hopper 3,Upgrade,Low,-49.0,Joseph Lee,Sales,2025-04-05 12:36:38.476169,2024-05-02 12:36:38.476169,66,Closed,4.3,True,False,Expert,False,True,392.69,False
6407,2178,Joey,Signal Loss,Medium,-81.0,David Nielsen,Network Operations,2026-03-12 12:36:38.476169,2025-11-08 12:36:38.476169,60,Open,2.4,True,True,Junior,False,True,326.2,False
6408,8554,Joey,Activation,High,-67.0,Jennifer Martinez,Sales,2025-05-15 12:36:38.476169,2026-02-22 12:36:38.476169,69,In Progress,2.9,False,True,Senior,False,False,270.54,False
6409,12738,Hopper 2,Upgrade,High,-80.0,Samantha Gilmore,Network Operations,2024-04-21 12:36:38.476169,2024-10-09 12:36:38.476169,9,In Progress,4.8,False,True,Senior,False,True,135.52,False
6410,10509,Hopper 3,Hardware Failure,High,-50.0,Rachel Clark,Billing,2024-06-13 12:36:38.476169,2025-05-29 12:36:38.476169,27,Resolved,1.3,False,False,Junior,False,False,193.52,False
6411,4296,Hopper 2,Upgrade,Low,-68.0,Peter Jackson,Network Operations,2025-06-18 12:36:38.476169,2025-01-19 12:36:38.476169,34,On Hold,1.9,True,True,Senior,False,True,444.82,False
6412,10938,Outdoor Dish,Hardware Failure,Critical,-77.0,Kayla Smith,Technical Support,2024-12-02 12:36:38.476169,2025-03-02 12:36:38.476169,50,Closed,2.1,False,False,Expert,False,True,407.98,True
6413,4746,Outdoor Dish,Upgrade,Critical,-52.0,Stephanie White,Network Operations,2025-08-19 12:36:38.476169,2025-06-21 12:36:38.476169,45,Resolved,2.2,False,True,Senior,False,True,198.53,False
6414,9502,Hopper 2,Upgrade,High,-49.0,Jordan Sanchez,Sales,2025-02-28 12:36:38.476169,2024-08-16 12:36:38.476169,55,Resolved,2.8,True,False,Junior,False,False,118.73,False
6415,11209,Super Joey,Signal Loss,High,-87.0,Edwin Martinez,Network Operations,2026-02-01 12:36:38.476169,2025-03-08 12:36:38.476169,49,Clsd,3.0,True,True,Junior,False,True,90.09,False
6416,10872,Joey,Hardware Failure,High,-69.0,Javier Nguyen,Billing,2026-03-02 12:36:38.476169,2024-04-10 12:36:38.476169,25,On Hold,2.5,False,False,Expert,False,True,323.6,True
6417,3265,Hopper 2,Billing,Low,-86.0,Robert Roman,Sales,2025-05-28 12:36:38.476169,2026-01-20 12:36:38.476169,45,In Progress,3.0,True,True,Senior,False,False,114.7,False
