Ticket_ID,Customer_ID,Equipment_Model,Issue_Category,Priority_Level,Status,Department,Technician_Assigned,Overall_Performance_Score,Performance_Tier,Created_Date,Resolution_Time_Hrs,Resolution_Efficiency,Issue_Resolution_Time,Signal_Quality,Reliability_Index,Customer_Satisfaction_Rating,Escalation_Flag,First_Contact_Resolution,Remote_Resolution_Attempted,Cost_Of_Resolution,Issue_Impact_Score
6751,4003,4K Joey,Cancellation,Low,Closed,Equipment Support,Kathryn English,70,Proficient,2024-09-17 12:36:38.476169,15,High,High_24h,Good,31,2.8,True,True,True,292.08,50
6752,1019,Outdoor Dish,Cancellation,Medium,Closed,Technical Support,Fernando Compton,77,Proficient,2025-08-28 12:36:38.476169,4,High,Critical_4h,Excellent,30,3.9,False,True,False,438.41,50
6753,5302,Hopper 2,Installation,Low,Clsd,Installation,Alan Velasquez,65,Developing,2024-08-08 12:36:38.476169,5,High,High_24h,Poor,32,4.1,False,False,False,52.75,50
6754,5770,Outdoor Dish,Installation,Medium,Closed,Sales,Shawn Howard,68,Developing,2025-07-09 12:36:38.476169,7,High,High_24h,Fair,30,1.1,True,True,True,52.35,50
6755,3253,4K Joey,Remote Pairing,High,Closed,Network Operations,Brian Morgan,50,Developing,2024-08-01 12:36:38.476169,44,Low,Medium_72h,Poor,31,4.0,True,False,True,374.36,50
6756,9101,Wally,Activation,Medium,In Progress,Installation,Victor Holmes,61,Developing,2024-09-10 12:36:38.476169,24,High,High_24h,Poor,31,1.3,True,True,False,126.74,50
6757,11956,4K Joey,Upgrade,Low,Resolved,Sales,Brianna Bowman,60,Developing,2024-11-15 12:36:38.476169,35,High,Medium_72h,Good,31,2.9,False,True,True,416.27,50
6758,6917,Outdoor Dish,Cancellation,Critical,Resolved,Billing,Chad Hogan,73,Proficient,2024-08-21 12:36:38.476169,16,High,High_24h,Good,30,3.6,True,True,True,346.29,50
6759,9748,4K Joey,Upgrade,Medium,Closed,Equipment Support,Maria Rice,53,Developing,2024-06-16 12:36:38.476169,34,High,Medium_72h,Good,31,1.2,True,True,True,250.36,50
6760,12713,Super Joey,Activation,Low,Closed,Network Operations,Mark Molina,61,Developing,2024-12-10 12:36:38.476169,70,Low,Medium_72h,Fair,31,3.1,False,True,False,15.63,50
6761,3846,4K Joey,Upgrade,Medium,In Progress,Sales,Adam Berger,32,Developing,2025-06-08 12:36:38.476169,50,Low,Medium_72h,Good,31,2.2,True,False,True,193.46,50
6762,1899,Super Joey,Cancellation,Medium,Clsd,Network Operations,Johnny Martin,75,Proficient,2024-05-01 12:36:38.476169,39,Low,Medium_72h,Excellent,31,4.3,False,True,True,202.96,50
6763,7462,Hopper 2,Upgrade,High,In Progress,Installation,Joel Andrews,66,Developing,2025-01-22 12:36:38.476169,33,High,Medium_72h,Fair,32,2.7,True,True,True,182.82,50
6764,7550,Wally,Upgrade,Low,Closed,Equipment Support,Michael Moore,43,Developing,2025-07-03 12:36:38.476169,42,Low,Medium_72h,Good,31,3.0,True,False,False,285.49,50
6765,4217,Super Joey,Installation,Critical,Resolved,Installation,Stacey Brown,37,Developing,2024-04-16 12:36:38.476169,69,Low,Medium_72h,Excellent,31,4.2,True,False,True,270.18,50
6766,8568,Hopper 3,Upgrade,Medium,On Hold,Equipment Support,Scott Miller,53,Developing,2024-11-23 12:36:38.476169,68,Low,Medium_72h,Good,28,4.9,False,True,False,24.96,50
6767,3822,4K Joey,Signal Loss,Low,On Hold,Installation,Stephen West,52,Developing,2024-11-08 12:36:38.476169,29,High,Medium_72h,Fair,31,1.1,False,True,False,341.96,50
6768,5031,Hopper 2,Hardware Failure,Low,Resolved,Sales,Benjamin Smith,34,Developing,2025-04-07 12:36:38.476169,70,Low,Medium_72h,Excellent,32,4.8,True,False,False,469.32,50
6769,4762,Hopper 2,Remote Pairing,Critical,Open,Billing,Kevin Castillo Dds,55,Developing,2025-06-29 12:36:38.476169,48,Low,Medium_72h,Excellent,32,2.0,False,True,True,221.27,50
6770,11341,Outdoor Dish,Signal Loss,Medium,Closed,Network Operations,Melissa Howe,53,Developing,2025-07-10 12:36:38.476169,20,High,High_24h,Excellent,30,4.7,True,False,False,405.28,50
6771,1090,Hopper 2,Billing,Critical,Open,Equipment Support,Patricia Avila,47,Developing,2025-11-26 12:36:38.476169,23,High,High_24h,Good,32,3.7,False,False,True,330.93,50
6772,10076,Wally,Upgrade,Medium,Closed,Billing,Jose Swanson,84,Proficient,2025-03-07 12:36:38.476169,17,High,High_24h,Good,31,4.8,False,True,False,268.63,50
6773,10592,Wally,Installation,High,Closed,Technical Support,David Washington,13,Developing,2025-07-08 12:36:38.476169,65,Low,Medium_72h,Good,31,1.6,False,False,False,486.62,50
6774,5232,4K Joey,Billing,Low,On Hold,Sales,Timothy Medina,54,Developing,2024-09-14 12:36:38.476169,30,High,Medium_72h,Good,31,4.9,False,False,True,294.68,50
6775,2377,Hopper 3,Remote Pairing,High,Closed,Billing,Eric Anderson,35,Developing,2025-12-11 12:36:38.476169,28,High,Medium_72h,Poor,28,1.6,False,False,True,195.38,50
6776,8620,Wally,Upgrade,High,Closed,Technical Support,Henry Cortez,62,Developing,2025-12-26 12:36:38.476169,26,High,Medium_72h,Poor,31,3.0,True,True,True,457.59,50
6777,11393,Super Joey,Remote Pairing,High,Closed,Billing,Angel Roberson,65,Developing,2025-11-11 12:36:38.476169,64,Low,Medium_72h,Good,31,4.3,True,True,True,240.61,50
6778,5463,Joey,Upgrade,High,Open,Sales,Danielle Stevens,58,Developing,2025-04-06 12:36:38.476169,10,High,High_24h,Poor,31,1.1,True,True,True,350.9,50
6779,5538,Super Joey,Cancellation,Low,Closed,Sales,John Torres,54,Developing,2025-11-18 12:36:38.476169,31,High,Medium_72h,Poor,31,4.2,False,False,False,138.06,50
6780,10756,Hopper 3,Billing,High,Closed,Billing,Erika Hall,25,Developing,2025-01-17 12:36:38.476169,68,Low,Medium_72h,Excellent,28,1.7,True,False,True,89.83,50
6781,6255,4K Joey,Hardware Failure,Critical,Closed,Sales,Alyssa Bennett,69,Developing,2025-12-14 12:36:38.476169,11,High,High_24h,Excellent,31,3.0,True,True,True,417.69,50
6782,6944,Outdoor Dish,Cancellation,High,Clsd,Billing,Elizabeth Stone,41,Developing,2025-08-31 12:36:38.476169,33,High,Medium_72h,Excellent,30,3.5,False,False,False,430.93,50
6783,11510,Outdoor Dish,Cancellation,Critical,In Progress,Installation,Gina Wood,61,Developing,2026-01-26 12:36:38.476169,58,Low,Medium_72h,Excellent,30,3.3,True,True,True,194.72,50
6784,12087,Outdoor Dish,Signal Loss,Low,Open,Equipment Support,Erica Patrick,74,Proficient,2025-05-19 12:36:38.476169,37,Low,Medium_72h,Excellent,30,4.2,True,True,False,231.35,50
6785,6876,Wally,Activation,Medium,Closed,Network Operations,Lisa Smith,48,Developing,2025-04-30 12:36:38.476169,46,Low,Medium_72h,Excellent,31,4.4,True,False,False,467.2,50
6786,2731,Outdoor Dish,Signal Loss,High,In Progress,Network Operations,Colton Tran,67,Developing,2026-03-10 12:36:38.476169,26,High,Medium_72h,Excellent,30,2.6,True,True,False,211.5,50
6787,11894,Wally,Installation,High,Closed,Installation,Rebecca Davis,45,Developing,2024-04-03 12:36:38.476169,64,Low,Medium_72h,Good,31,2.9,False,True,False,354.21,50
6788,6228,Super Joey,Upgrade,Low,Resolved,Network Operations,David Davis,60,Developing,2026-01-02 12:36:38.476169,37,Low,Medium_72h,Fair,31,3.5,False,True,False,6.87,50
6789,7606,4K Joey,Signal Loss,High,Clsd,Installation,Michael West,56,Developing,2025-08-15 12:36:38.476169,50,Low,Medium_72h,Fair,31,4.6,True,True,False,432.24,50
6790,6465,4K Joey,Remote Pairing,Medium,Clsd,Technical Support,William Wells,77,Proficient,2025-06-05 12:36:38.476169,23,High,High_24h,Excellent,31,3.0,False,True,False,9.04,50
6791,4453,Super Joey,Installation,Low,Closed,Sales,Kimberly Garza,56,Developing,2025-05-25 12:36:38.476169,18,High,High_24h,Good,31,4.5,True,False,True,303.15,50
6792,10456,4K Joey,Installation,Medium,On Hold,Sales,Christopher Mcguire,50,Developing,2024-04-19 12:36:38.476169,33,High,Medium_72h,Poor,31,4.2,False,False,True,232.69,50
6793,2866,Super Joey,Activation,Critical,In Progress,Network Operations,Paula Herring,52,Developing,2024-05-04 12:36:38.476169,55,Low,Medium_72h,Excellent,31,1.6,True,True,True,149.07,50
6794,4555,Wally,Activation,High,On Hold,Network Operations,Lisa Norman,17,Developing,2025-08-10 12:36:38.476169,50,Low,Medium_72h,Poor,31,1.3,False,False,False,473.03,50
6795,6726,Wally,Cancellation,High,Closed,Sales,Kristina Hernandez,52,Developing,2025-06-15 12:36:38.476169,19,High,High_24h,Fair,31,1.0,False,True,True,415.93,50
6796,8888,Wally,Cancellation,Low,On Hold,Billing,Kristin Davis,54,Developing,2026-01-21 12:36:38.476169,20,High,High_24h,Poor,31,3.9,True,False,False,199.55,50
6797,8281,4K Joey,Cancellation,High,In Progress,Sales,Susan Young,47,Developing,2025-03-05 12:36:38.476169,71,Low,Medium_72h,Excellent,31,2.3,True,True,True,296.8,50
6798,10395,Hopper 3,Upgrade,Critical,Closed,Network Operations,Chad Wilkerson,19,Developing,2025-09-14 12:36:38.476169,59,Low,Medium_72h,Excellent,28,2.1,True,False,True,496.19,50
6799,6643,Hopper 3,Cancellation,Low,On Hold,Billing,John Frye,60,Developing,2024-11-24 12:36:38.476169,13,High,High_24h,Good,28,4.1,False,False,False,104.69,50
6800,10486,Outdoor Dish,Hardware Failure,Low,Closed,Network Operations,Glenn Mccormick,66,Developing,2025-09-07 12:36:38.476169,51,Low,Medium_72h,Fair,30,4.6,True,True,False,435.41,50
6801,6915,Joey,Remote Pairing,High,Open,Billing,Michael Dunn,40,Developing,2024-06-10 12:36:38.476169,42,Low,Medium_72h,Good,31,4.1,True,False,False,451.52,50
6802,8875,Wally,Signal Loss,Medium,On Hold,Technical Support,Michael Munoz,59,Developing,2026-03-02 12:36:38.476169,62,Low,Medium_72h,Fair,31,4.3,True,True,True,441.07,50
6803,11613,Wally,Activation,High,In Progress,Equipment Support,Jeffery Holland,78,Proficient,2025-04-04 12:36:38.476169,9,High,High_24h,Excellent,31,3.7,False,True,False,287.86,50
6804,11220,Super Joey,Cancellation,High,Closed,Installation,Steven Ruiz,44,Developing,2025-03-19 12:36:38.476169,67,Low,Medium_72h,Good,31,4.7,False,False,False,150.57,50
6805,11220,Hopper 2,Installation,Critical,On Hold,Billing,Cameron Jensen,46,Developing,2024-12-21 12:36:38.476169,60,Low,Medium_72h,Poor,32,1.0,False,True,True,140.02,50
6806,7525,Super Joey,Activation,Critical,Resolved,Technical Support,Claudia Williams,41,Developing,2025-03-02 12:36:38.476169,47,Low,Medium_72h,Good,31,3.0,False,False,False,463.15,50
6807,12287,4K Joey,Cancellation,Critical,On Hold,Billing,Robin Simmons,72,Proficient,2026-01-01 12:36:38.476169,13,High,High_24h,Excellent,31,2.6,True,True,False,189.43,50
6808,8670,Outdoor Dish,Billing,High,In Progress,Installation,Carlos Hudson,33,Developing,2025-08-30 12:36:38.476169,67,Low,Medium_72h,Good,30,4.6,True,False,False,494.8,50
6809,3259,Super Joey,Activation,Critical,In Progress,Equipment Support,Jason Miller,92,Expert,2025-03-27 12:36:38.476169,9,High,High_24h,Fair,31,4.8,True,True,True,79.72,50
6810,11737,Hopper 3,Upgrade,Medium,Closed,Billing,Steven Turner,61,Developing,2025-11-28 12:36:38.476169,45,Low,Medium_72h,Poor,28,4.9,False,True,False,489.85,50
6811,2866,Joey,Hardware Failure,Medium,Closed,Billing,Christopher Garrison,90,Expert,2024-03-24 12:36:38.476169,13,High,High_24h,Excellent,31,4.5,True,True,False,40.31,50
6812,2469,4K Joey,Remote Pairing,Critical,In Progress,Network Operations,Brad Evans,60,Developing,2025-06-15 12:36:38.476169,49,Low,Medium_72h,Excellent,31,3.3,False,True,True,319.29,50
6813,12742,Hopper 3,Billing,Low,Open,Sales,Tammy Cunningham,53,Developing,2024-08-21 12:36:38.476169,15,High,High_24h,Good,28,4.2,False,False,True,353.07,50
6814,4473,Hopper 2,Installation,Critical,Open,Sales,Joseph Dennis,52,Developing,2025-07-14 12:36:38.476169,33,High,Medium_72h,Excellent,32,1.5,True,True,False,367.84,50
6815,11214,4K Joey,Installation,Medium,Resolved,Equipment Support,Jerome Armstrong,43,Developing,2024-11-26 12:36:38.476169,34,High,Medium_72h,Excellent,31,3.0,False,False,True,176.93,50
6816,6334,Hopper 2,Activation,Medium,Closed,Technical Support,Jennifer Wilson,72,Proficient,2026-01-20 12:36:38.476169,66,Low,Medium_72h,Fair,32,4.5,False,True,False,48.77,50
6817,5761,4K Joey,Upgrade,Low,Open,Technical Support,Michael Webster,47,Developing,2024-09-13 12:36:38.476169,28,High,Medium_72h,Excellent,31,4.5,False,False,True,488.58,50
6818,7459,Wally,Remote Pairing,Medium,Resolved,Installation,Nicholas Byrd,68,Developing,2024-04-22 12:36:38.476169,50,Low,Medium_72h,Fair,31,3.1,True,True,True,7.86,50
6819,8795,Joey,Signal Loss,High,Resolved,Equipment Support,Adam Garcia,71,Proficient,2025-06-22 12:36:38.476169,18,High,High_24h,Fair,31,2.9,True,True,True,224.85,50
6820,3989,4K Joey,Billing,Low,Clsd,Technical Support,Sharon Knox,68,Developing,2026-03-10 12:36:38.476169,25,High,Medium_72h,Good,31,2.7,False,True,True,206.53,50
6821,10272,Joey,Billing,Low,Clsd,Technical Support,Jacqueline Jones,43,Developing,2024-07-07 12:36:38.476169,62,Low,Medium_72h,Fair,31,3.5,True,False,False,107.22,50
6822,11339,Wally,Installation,High,Resolved,Installation,Cassandra Jordan,64,Developing,2024-06-06 12:36:38.476169,22,High,High_24h,Poor,31,1.3,False,True,True,56.75,50
6823,11471,Wally,Signal Loss,Critical,In Progress,Billing,Mark Vasquez,41,Developing,2025-07-21 12:36:38.476169,47,Low,Medium_72h,Excellent,31,1.0,False,True,False,469.72,50
6824,3951,4K Joey,Billing,Medium,Closed,Equipment Support,Samantha Hall,29,Developing,2024-03-25 12:36:38.476169,69,Low,Medium_72h,Excellent,31,3.6,False,False,True,377.06,50
6825,11803,Super Joey,Remote Pairing,High,Open,Technical Support,Tyrone Lee,63,Developing,2024-10-20 12:36:38.476169,61,Low,Medium_72h,Fair,31,4.4,True,True,True,350.17,50
6826,5212,Hopper 3,Hardware Failure,Critical,Resolved,Billing,Daniel Moran,81,Proficient,2024-05-20 12:36:38.476169,14,High,High_24h,Excellent,28,3.8,True,True,True,150.94,50
6827,8202,Outdoor Dish,Activation,Critical,On Hold,Sales,Marc Wallace,22,Developing,2025-12-23 12:36:38.476169,67,Low,Medium_72h,Excellent,30,2.4,True,False,True,350.18,50
6828,12477,4K Joey,Signal Loss,Low,Closed,Network Operations,Barbara Reed,53,Developing,2024-06-30 12:36:38.476169,55,Low,Medium_72h,Excellent,31,1.1,False,True,False,11.57,50
6829,3890,Joey,Activation,Medium,Closed,Sales,Adam Johnson,24,Developing,2024-06-15 12:36:38.476169,66,Low,Medium_72h,Poor,31,2.7,True,False,False,377.14,50
6830,12405,Outdoor Dish,Cancellation,Medium,Closed,Equipment Support,Mike Arnold,47,Developing,2024-05-29 12:36:38.476169,9,High,High_24h,Excellent,30,1.6,False,False,True,8.57,50
6831,10729,Outdoor Dish,Upgrade,High,Resolved,Network Operations,Shane Ray,56,Developing,2025-02-02 12:36:38.476169,46,Low,Medium_72h,Good,30,2.2,True,True,False,273.61,50
6832,4498,Hopper 2,Signal Loss,Low,Resolved,Technical Support,Crystal Adams,57,Developing,2024-06-19 12:36:38.476169,42,Low,Medium_72h,Fair,32,1.4,False,True,False,84.59,50
6833,3180,Joey,Activation,Critical,Open,Technical Support,Luke Gutierrez,69,Developing,2025-12-03 12:36:38.476169,1,High,Critical_4h,Good,31,1.6,False,True,True,218.11,50
6834,1522,Super Joey,Cancellation,High,Clsd,Installation,Michael Curry,66,Developing,2024-06-16 12:36:38.476169,43,Low,Medium_72h,Good,31,4.4,True,True,True,478.62,50
6835,3063,Wally,Upgrade,Low,Resolved,Billing,Lisa Jones,50,Developing,2025-05-20 12:36:38.476169,1,High,Critical_4h,Good,31,1.8,True,True,True,258.08,50
6836,9419,Outdoor Dish,Upgrade,High,On Hold,Billing,Loretta Monroe,90,Expert,2024-07-13 12:36:38.476169,4,High,Critical_4h,Poor,30,4.8,False,True,False,209.87,50
6837,2216,Outdoor Dish,Cancellation,Critical,Closed,Billing,Mary Andrade,42,Developing,2025-12-17 12:36:38.476169,25,High,Medium_72h,Fair,30,3.2,False,False,False,375.66,50
6838,8297,Super Joey,Billing,Medium,Open,Technical Support,Jacob Wilson,50,Developing,2025-09-15 12:36:38.476169,68,Low,Medium_72h,Good,31,2.2,False,True,False,194.33,50
6839,2698,4K Joey,Upgrade,Medium,In Progress,Sales,Arthur Jackson,40,Developing,2024-08-02 12:36:38.476169,64,Low,Medium_72h,Poor,31,4.8,True,False,True,345.32,50
6840,8261,Hopper 3,Upgrade,Medium,In Progress,Installation,Chelsea Parker,43,Developing,2025-01-29 12:36:38.476169,15,High,High_24h,Fair,28,1.9,True,False,True,135.61,50
6841,4601,Super Joey,Signal Loss,Medium,Closed,Network Operations,Michelle Scott,56,Developing,2025-01-26 12:36:38.476169,38,Low,Medium_72h,Good,31,2.7,True,True,False,474.28,50
6842,11669,Hopper 2,Installation,Critical,On Hold,Technical Support,Unassigned,53,Developing,2025-01-10 12:36:38.476169,23,High,High_24h,Good,32,4.3,True,True,True,234.35,50
6843,10429,Outdoor Dish,Installation,Critical,Open,Sales,Holly Stone,54,Developing,2024-11-14 12:36:38.476169,55,Low,Medium_72h,Excellent,30,3.1,False,True,True,434.0,50
6844,8711,Hopper 3,Billing,Low,Open,Installation,Peter Green,50,Developing,2026-01-09 12:36:38.476169,9,High,High_24h,Good,28,2.2,True,False,True,56.59,50
6845,4027,Outdoor Dish,Remote Pairing,Critical,In Progress,Billing,Carolyn Smith,59,Developing,2025-06-18 12:36:38.476169,54,Low,Medium_72h,Poor,30,3.3,False,True,True,352.61,50
6846,11574,Joey,Cancellation,Medium,Clsd,Equipment Support,Unassigned,53,Developing,2026-01-14 12:36:38.476169,19,High,High_24h,Good,31,3.2,True,True,False,56.37,50
6847,7372,4K Joey,Installation,High,On Hold,Network Operations,Bryan Perez,68,Developing,2025-09-04 12:36:38.476169,71,Low,Medium_72h,Fair,31,4.8,False,True,True,168.57,50
6848,12144,Outdoor Dish,Cancellation,High,Open,Billing,Shawn Lee,47,Developing,2024-11-26 12:36:38.476169,25,High,Medium_72h,Fair,30,3.5,False,False,False,276.66,50
6849,12199,Joey,Cancellation,Critical,On Hold,Technical Support,Melissa Pham,69,Developing,2025-12-11 12:36:38.476169,24,High,High_24h,Excellent,31,2.3,True,True,False,111.52,50
6850,11841,Wally,Remote Pairing,Medium,In Progress,Sales,Hector Padilla,59,Developing,2024-04-29 12:36:38.476169,59,Low,Medium_72h,Good,31,3.5,True,True,False,324.83,50
6851,6264,Joey,Remote Pairing,Medium,In Progress,Equipment Support,Timothy Mcgrath,50,Developing,2024-08-21 12:36:38.476169,11,High,High_24h,Fair,31,4.0,False,False,False,439.2,50
6852,2789,Joey,Hardware Failure,High,Closed,Network Operations,Nicholas Garcia,65,Developing,2025-05-31 12:36:38.476169,47,Low,Medium_72h,Excellent,31,1.2,False,True,False,201.03,50
6853,7662,Hopper 3,Signal Loss,Critical,In Progress,Billing,David Wheeler,41,Developing,2024-08-22 12:36:38.476169,45,Low,Medium_72h,Fair,28,1.0,True,True,True,498.41,50
6854,3058,Outdoor Dish,Billing,Critical,On Hold,Installation,Jessica Mayer,70,Proficient,2025-03-28 12:36:38.476169,6,High,High_24h,Good,30,2.4,False,True,True,285.87,50
6855,12381,Joey,Signal Loss,Low,Closed,Equipment Support,Mark Collins,64,Developing,2025-08-18 12:36:38.476169,63,Low,Medium_72h,Good,31,4.2,False,True,False,253.4,50
6856,6789,4K Joey,Signal Loss,Low,In Progress,Billing,Andrew Moreno,37,Developing,2026-01-22 12:36:38.476169,58,Low,Medium_72h,Poor,31,4.2,False,False,True,399.05,50
6857,10887,Joey,Hardware Failure,Medium,Closed,Sales,Justin Schwartz,36,Developing,2024-05-25 12:36:38.476169,68,Low,Medium_72h,Excellent,31,3.1,False,False,False,58.06,50
6858,9428,Joey,Upgrade,High,Open,Equipment Support,Christopher Beltran,52,Developing,2026-03-11 12:36:38.476169,34,High,Medium_72h,Good,31,3.8,True,False,True,79.55,50
6859,4482,4K Joey,Remote Pairing,Medium,On Hold,Sales,Michael Evans,50,Developing,2024-08-10 12:36:38.476169,61,Low,Medium_72h,Poor,31,3.3,True,True,True,141.45,50
6860,2914,4K Joey,Activation,Low,Closed,Billing,Mrs. Virginia Perkins,64,Developing,2024-08-26 12:36:38.476169,43,Low,Medium_72h,Poor,31,3.8,True,True,True,386.0,50
6861,6377,Hopper 3,Signal Loss,Medium,Closed,Billing,Sarah Rose,41,Developing,2025-06-17 12:36:38.476169,6,High,High_24h,Poor,28,1.9,False,False,True,306.49,50
6862,10067,Joey,Remote Pairing,Low,Resolved,Network Operations,Ronald Fritz,39,Developing,2024-06-07 12:36:38.476169,22,High,High_24h,Good,31,1.7,False,False,True,158.12,50
6863,9238,Super Joey,Remote Pairing,Critical,Closed,Technical Support,Taylor Sanders,56,Developing,2024-08-21 12:36:38.476169,13,High,High_24h,Fair,31,3.0,True,True,False,148.16,50
6864,10783,4K Joey,Installation,High,Clsd,Technical Support,Collin Bates,53,Developing,2025-03-11 12:36:38.476169,49,Low,Medium_72h,Poor,31,4.9,True,False,True,106.55,50
6865,4224,Joey,Activation,High,Closed,Network Operations,Shawn Whitehead,40,Developing,2026-03-03 12:36:38.476169,70,Low,Medium_72h,Poor,31,3.7,False,False,True,15.01,50
6866,2158,Hopper 3,Signal Loss,Critical,Open,Equipment Support,Randy Vasquez,76,Proficient,2025-06-09 12:36:38.476169,44,Low,Medium_72h,Poor,28,4.8,False,True,False,206.07,50
6867,11955,Super Joey,Activation,Low,Resolved,Equipment Support,Paul Brooks,24,Developing,2026-02-01 12:36:38.476169,49,Low,Medium_72h,Excellent,31,2.3,True,False,True,478.35,50
6868,1553,Hopper 2,Cancellation,Medium,On Hold,Installation,Christopher Faulkner,41,Developing,2026-03-03 12:36:38.476169,14,High,High_24h,Excellent,32,1.7,True,False,True,190.19,50
